smiles,TPSA,ROTB,AROM
O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,66.76,5,3
Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,77.49000000000001,8,4
Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,95.86000000000001,3,2
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N,175.47,8,4
NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,80.47,2,2
NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,85.02000000000001,5,2
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,58.2,2,2
CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)C42OO3,46.150000000000006,1,0
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4,53.99000000000001,0,0
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,148.65,7,2
CC(C)C(Br)C(=O)NC(N)=O,72.19,2,0
CN1CCC[C@H]1c1cccnc1,16.130000000000003,1,1
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,87.37,4,2
O=CCc1ccccc1,17.07,2,1
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,146.05,16,0
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,127.70000000000002,5,1
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,119.31000000000002,2,2
O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,84.67,11,2
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,102.36999999999999,4,1
CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,65.78,3,2
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,104.81,11,2
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,87.07000000000001,3,0
C=C(C)C1CC=C(C)C(=O)C1,17.07,1,0
Cc1ccccc1S,0.0,0,1
O=C1CCCCC1C1CCCCC1,17.07,1,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],147.02,4,0
CCC(=O)C1CC(C(C)C)CC=C1C,17.07,3,0
CC(C)=CCOC(=O)c1ccccc1,26.3,3,1
COc1cc(CCC(C)=O)ccc1O,46.53,4,1
OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,121.38000000000001,5,0
N[C@H](C(=O)O)c1ccc(O)cc1,83.55000000000001,2,1
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,52.6,31,0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,32.7,10,3
O=C(O)c1ccc(O)c(O)c1,77.76,1,1
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,94.83000000000001,0,2
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,66.01,3,1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,77.82,2,2
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,131.36,1,3
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,66.64000000000001,7,1
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,12.47,2,2
O=C(CCCl)NCc1ccccc1,29.1,4,1
COc1ccc(/C=C/C(=O)O)cc1,46.53,3,1
CC(C)CCCC(C)NCCC(C)C,12.03,8,0
CCCCCCCCCCn1cc[n+](C)c1,8.809999999999999,9,1
O=S(=O)([O-])CO,77.43,1,0
C=CCCCCCCCC,0.0,7,0
O=C1CCCCCCCCCCC1,17.07,0,0
O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,55.17,3,2
O=[N+]([O-])c1ccc([O-])cc1,66.2,1,1
O=S(=O)([O-])c1ccc(O)cc1,77.43,1,1
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,56.6,12,2
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,89.25999999999999,2,1
O=C(OCc1ccccc1)c1ccccc1O,46.53,3,2
c1ccc(CSCc2ccccc2)cc1,0.0,4,2
O=C(Cc1ccccc1)OCc1ccccc1,26.3,4,2
CC(=O)C(Cl)C(=O)N(C)C,37.38,2,0
N#CC1(N)CCCCC1,49.81,0,0
O=C1CCCCCN1SSN1CCCCCC1=O,40.620000000000005,3,0
CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,99.61,7,1
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,176.04,21,2
S=C(SSC(=S)N1CCCCC1)N1CCCCC1,6.48,0,0
COC(=O)CC#N,50.09,1,0
CC(C)CCCCCCN,26.02,6,0
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,106.97000000000001,6,0
CC(C)NC(=O)NC(C)C,41.13,2,0
CCCCCCCCCCCCCCC(Br)C(=O)O,37.3,14,0
C=CCOCC(O)CO,49.69,5,0
CC(=O)c1ccc(C)cc1,17.07,1,1
O=C(O)c1cc(O)c2ccccc2c1O,77.76,1,2
O=S(=O)(O)CCCN1CCOCC1,66.84,4,0
CCCCNc1ccccc1,12.03,4,1
FC(F)(F)c1ccc(Cl)cc1Cl,0.0,0,1
Oc1ccc(Sc2ccc(O)cc2)cc1,40.46,2,2
O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,37.3,2,2
Oc1ccc(Nc2ccccc2)cc1,32.26,2,2
C=CC(=O)OCCCCCCCC(C)C,26.3,9,0
O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,97.99000000000001,2,2
CCCCC(CC)COC(=O)CC#N,50.09,7,0
O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,49.33,2,2
CCCCN(CCCC)CCCC,3.24,9,0
Cc1cc(O)c(C)c(C)c1O,40.46,0,1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,132.96,4,1
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,112.73,4,1
O=NN(CCCl)C(=O)NCCCl,61.77,5,0
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,196.83999999999997,3,2
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,101.29,5,1
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,63.6,2,1
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,67.58999999999999,3,1
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,61.80000000000001,5,1
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,62.540000000000006,2,3
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,20.2,4,3
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,73.1,2,1
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,55.120000000000005,5,2
CCO[Si](OCC)(OCC)OCC,36.92,8,0
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,86.71000000000001,6,2
O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,70.0,11,2
O=Cc1ccco1,30.21,1,1
c1ccoc1,13.14,0,1
CCCCCCCCCCCCC1CO1,12.53,11,0
COc1ccccc1O,29.46,1,1
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,60.910000000000004,2,3
C=CC1CO1,12.53,1,0
C=CCN1C(=O)C(CC(C)C)NC1=S,32.34,4,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,122.63000000000001,5,2
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,87.13,7,3
CC(C)CC(C)N,26.02,2,0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,168.66,11,1
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,194.24,10,2
CCCCCCCCSCCO,20.23,9,0
CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,129.51000000000002,2,0
O=Cc1ccccc1C=O,34.14,2,1
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,3.24,2,2
Cc1cc(C)n(CO)n1,38.05,1,1
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,94.56,0,3
CCN1CN(CC)CN(CC)C1,9.72,3,0
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,81.19,4,1
NCC1CCC(C(=O)O)CC1,63.32000000000001,2,0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,107.2,4,2
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,100.9,4,2
COC(=O)Nc1ccc(Cl)c(Cl)c1,38.33,1,1
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,530.4900000000002,13,5
CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,530.8699999999999,31,2
O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,114.4,7,4
O=C/C(Cl)=C(/Cl)C(=O)O,54.370000000000005,2,0
Cl[C@H]1OCCO[C@@H]1Cl,18.46,0,0
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,29.1,2,1
Nc1cc(Cl)c(N)c(Cl)c1,52.04,0,1
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,69.16,1,1
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,34.14,0,1
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,29.1,2,1
O=C(O)C(Cl)Cl,37.3,1,0
CCCCCC(=O)OCC,26.3,5,0
CCCCOC(C)=O,26.3,3,0
CCCCCCCCCCCCN,26.02,10,0
CCCCOP(=O)(OCCCC)OCCCC,44.760000000000005,12,0
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,42.150000000000006,1,3
Oc1cc(Cl)c(Cl)cc1Cl,20.23,0,1
CCC(C)(CCC(C)C)C(=O)O,37.3,5,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,114.25,11,4
CCCCc1ccccc1,0.0,3,1
O=c1[nH]c(=O)c2c[nH]nc2[nH]1,94.4,0,2
C=CCSSCC=C,0.0,5,0
C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,26.3,11,0
CC(C)CCCC(C)(C)O,20.23,4,0
CCC/C=C/C=O,17.07,3,0
C1=COCCC1,9.23,0,0
O=C(O)c1ccco1,50.44,1,1
COc1cc(OC)c2ccc(=O)oc2c1,48.67,2,2
Cc1cc(=O)oc2cc(N(C)C)ccc12,33.45,1,2
C=CN1CCCCCC1=O,20.310000000000002,1,0
Cc1occc1S,13.14,0,1
CCCOC(C)=O,26.3,2,0
Cc1ccc2c(c1)CCCN2,12.03,0,1
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,9.23,0,0
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,51.24000000000001,5,2
NNC(=O)OCc1ccccc1,64.35,2,1
CC(C)c1ccc(C#N)cc1,23.79,1,1
Cl[Yb](Cl)Cl,0.0,0,0
COc1cc(C)cc(O)c1,29.46,1,1
C=CC(=O)OCCCCCCOC(=O)C=C,52.6,9,0
C=CC(C)(C)CC(=O)OC,26.3,3,0
CCCCCCOC(=O)c1ccccc1,26.3,6,1
C=CCCCC,0.0,3,0
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,23.79,6,2
C=C(C)C(=O)OCCCCCC,26.3,6,0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,66.46000000000001,3,2
O=[N+]([O-])c1ccccc1-c1ccccc1,43.14,2,2
N=C(N)N.N=C(N)N.O=C(O)O,209.30999999999997,0,0
O=[N+]([O-])c1ccccc1CCl,43.14,2,1
O=[N+]([O-])c1ccc(CCl)cc1,43.14,2,1
O=C(Cl)c1ccc([N+](=O)[O-])cc1,60.209999999999994,2,1
O=[N+]([O-])c1cccc(CCl)c1,43.14,2,1
O=C(Cl)c1cccc([N+](=O)[O-])c1,60.209999999999994,2,1
O=C(Cl)c1ccccc1[N+](=O)[O-],60.209999999999994,2,1
CC(C)CC(=O)O,37.3,2,0
Nc1ccc(S(=O)(=O)[O-])cc1,83.22,1,1
Cc1nc(N)nc(N)n1,90.71,0,1
O=[N+]([O-])c1ccccc1Nc1ccccc1,55.17,3,2
CCCCCCCCCCCCCCCCC(=O)O,37.3,15,0
NS(=O)(=O)O,80.39,0,0
[PbH2+2],0.0,0,0
CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,38.77,8,2
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,29.1,1,2
O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,103.81,2,2
CC(C)(C)N(CCO)CCO,43.7,4,0
CC(CO)CO,40.46,2,0
C=C(C)C(=O)OCCCCCCCCCCCCC,26.3,13,0
C=C(C)C(=O)OCCC[Si](OC)(OC)OC,53.99000000000001,8,0
C=CC(C)CCC=C(C)C,0.0,4,0
C=CCCCCCCCCCCC,0.0,10,0
CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,55.56,10,1
OCC(S)CS,20.23,2,0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,224.44999999999996,8,2
CCCN(CCC)CCc1c[nH]c2ccccc12,19.03,7,2
CN(C)CCc1c[nH]c2ccccc12,19.03,3,2
CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12,38.06,10,4
CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1,68.39,7,3
NC1(c2ccccc2)CCCCC1,26.02,1,1
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,28.259999999999998,6,2
O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O,96.22000000000001,0,0
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,85.79,5,2
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,55.84,3,1
c1ccc(CN2CCNCC2)cc1,15.27,2,1
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,639.1,37,5
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,40.620000000000005,4,2
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,43.78,7,3
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,54.37,4,1
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,92.5,2,2
CCN(CC)CC(=O)Nc1c(C)cccc1C,32.34,5,1
c1ccc2c(c1)OCC(C1=NCCN1)O2,42.849999999999994,1,1
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,59.28,2,2
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,46.09,5,4
CCn1ccnc1CC1COc2ccccc2O1,36.28,3,2
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,67.59,7,1
Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,125.55000000000001,5,3
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3,110.96000000000001,3,3
COc1ccccc1N,35.25,1,1
Nc1ccccc1,26.02,0,1
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,44.760000000000005,8,1
O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2,169.77999999999997,2,0
O=C1c2ccccc2C(=O)c2ccccc21,34.14,0,2
Nc1ccccc1C(=O)O,63.32000000000001,1,1
C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,75.27000000000001,5,0
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,12.03,4,1
CN[C@H](C)Cc1ccccc1,12.03,3,1
CN[C@@H](C)Cc1ccccc1,12.03,3,1
C[C@@H](N)C(=O)c1ccccc1,43.09,2,1
C[C@H](N)C(=O)c1ccccc1,43.09,2,1
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,73.85,6,3
CCN[C@@H](C)Cc1ccccc1,12.03,4,1
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,12.03,4,1
C[C@H]1N=C(N)O[C@H]1c1ccccc1,47.61,1,1
C=CCOC(C)=O,26.3,2,0
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,65.07000000000001,7,0
Oc1ccc(-c2ccccc2)cc1,20.23,1,2
Oc1ccccc1-c1ccccc1,20.23,1,2
CC(=O)O[Hg]c1ccccc1,26.3,2,1
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,20.23,3,3
CCCOC(=O)CCCCC(=O)OCCC,52.60000000000001,9,0
O=C1OC(=O)c2ccccc21,43.370000000000005,0,1
NC(=O)c1ccccc1C(N)=O,86.18,2,1
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,61.599999999999994,6,2
NC(=O)c1c(Cl)cccc1Cl,43.09,1,1
CCCCCCCCCCN,26.02,8,0
CNC(=O)Oc1ccc(N(C)C)c(C)c1,41.57,2,1
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,12.89,0,1
CCCCCCOC(=O)c1ccc(O)cc1,46.53,6,1
NC[C@H](O)c1ccc(O)c(O)c1,86.71000000000001,2,1
O=C(c1ccccc1)C1(O)CCCCC1,37.3,2,1
CC(C)OC(=O)c1ccccc1,26.3,2,1
CCCCNP(N)(N)=S,64.07,4,0
CN1Cc2c(N)cccc2C(c2ccccc2)C1,29.259999999999998,1,2
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,83.33,10,1
CN/C=N/c1ccc(C)cc1C,24.39,2,1
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,117.0,8,1
CC(C)OC(=O)CCC(=O)OC(C)C,52.60000000000001,5,0
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,84.6,2,2
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,60.440000000000005,6,0
Fc1cccc(Cl)c1CCl,0.0,1,1
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],104.57,2,2
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,29.540000000000003,4,1
OC[C@H](O)[C@H](O)CO,80.92,3,0
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.0,1,2
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,278.8,15,0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,60.440000000000005,2,0
N[C@@H](CS)C(=O)O,63.32000000000001,2,0
c1ccc2sc(SNC3CCCCC3)nc2c1,24.92,3,2
NC1CCCCC1,26.02,0,0
ON=C1CCCC1,32.59,0,0
COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,66.43,4,1
CN(C)N=Nc1nc[nH]c1C(N)=O,99.72999999999999,3,1
CC(C)(O)C(Cl)(Cl)Cl,20.23,0,0
O=c1[nH]c2ccccc2c(=O)n1CCCl,54.86,2,2
CC1=CCC(C(C)C)=CC1,0.0,1,0
CCC(C)CCCC(C)(C)O,20.23,5,0
Cc1cc(Cl)ccc1/N=C/N(C)C,15.6,2,1
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,85.52,8,3
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,20.23,1,0
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,212.76,9,3
CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,32.78,9,2
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,86.19,3,3
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,92.33999999999999,10,1
CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,82.06,10,1
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,72.19,4,2
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,83.98,5,2
O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,23.550000000000004,5,1
OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,23.47,3,2
COc1ccc(/C=N\NC(=O)c2ccncc2)c(C(=O)O)c1OC,110.11000000000001,6,2
CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,28.6,7,2
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,23.550000000000004,5,2
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,26.79,3,2
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,29.54,10,2
Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1,71.26,7,3
OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,93.29,7,4
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,61.60000000000001,11,3
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,71.7,4,4
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,67.35000000000001,3,3
NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[n-]1,92.20000000000002,6,3
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,130.14999999999998,7,2
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,93.06,2,0
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,124.68,7,1
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,67.00999999999999,3,3
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,72.83000000000001,12,0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,39.44,3,3
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,74.73000000000002,10,3
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,171.85,11,2
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,120.0,15,3
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,59.92,3,3
